parcel_id,platform_id,true_release_time,observed_release_time,true_deadline,observed_deadline,is_delayed,weight,fare,location_node,lng,lat
100831,P1,0.0,0.0,720.0,720.0,False,0.08,8.0,5436607828,30.6358806,104.0633516
10197,P1,0.0,0.0,720.0,720.0,False,0.43,8.0,439751915,30.6789847,103.9897613
121804,P1,0.0,0.0,720.0,720.0,False,0.96,8.0,314622956,30.6469045,104.0472313
130551,P1,0.0,0.0,720.0,720.0,False,0.08,8.0,4695601453,30.6105659,104.0279499
13514,P1,0.0,0.0,720.0,720.0,False,0.09,8.0,4550769349,30.6497496,104.1100896
141874,P1,0.0,0.0,720.0,720.0,False,1.2,8.4,3562045362,30.7246826,104.0624409
146063,P1,0.0,0.0,720.0,720.0,False,1.18,8.36,432432620,30.658394,104.029106
149163,P1,0.0,0.0,720.0,720.0,False,1.16,8.32,3087817521,30.6761614,104.0116948
151448,P1,0.0,0.0,720.0,720.0,False,0.02,8.0,1916386502,30.6207129,104.0287362
152652,P1,0.0,0.0,720.0,720.0,False,2.07,10.14,1445528674,30.6488848,104.0696574
162219,P1,0.0,0.0,720.0,720.0,False,2.55,11.1,1458911516,30.6773932,104.0909244
174323,P1,0.0,0.0,720.0,720.0,False,1.08,8.16,2039550419,30.6384474,104.1095985
188343,P1,0.0,0.0,720.0,720.0,False,0.08,8.0,432442974,30.6812517,104.0136087
192530,P1,0.0,0.0,720.0,720.0,False,1.46,8.92,3034029068,30.6893886,103.996618
197269,P1,0.0,0.0,720.0,720.0,False,1.73,9.46,5102886112,30.6879888,103.9903974
202849,P1,0.0,0.0,720.0,720.0,False,0.48,8.0,3927876952,30.6762396,103.9878173
206031,P1,0.0,0.0,720.0,720.0,False,1.55,9.1,3069351793,30.634981,103.97682
206972,P1,0.0,0.0,720.0,720.0,False,0.15,8.0,5141468792,30.630272,104.1010274
30438,P1,0.0,0.0,720.0,720.0,False,2.98,11.96,432432545,30.661347,104.0384566
31239,P1,0.0,0.0,720.0,720.0,False,0.02,8.0,4717800179,30.6796,104.09487
44616,P1,0.0,0.0,720.0,720.0,False,1.13,8.26,318083108,30.6764502,103.9732295
56682,P1,0.0,0.0,720.0,720.0,False,1.63,9.26,4923124755,30.6097687,104.0684118
58054,P1,0.0,0.0,720.0,720.0,False,0.79,8.0,4847126867,30.654891,103.9821151
81505,P1,0.0,0.0,720.0,720.0,False,0.73,8.0,432452886,30.6174952,104.0520443
84553,P1,0.0,0.0,720.0,720.0,False,1.18,8.36,1458786968,30.6793661,104.0923501
111093,P1,1.0,1.0,721.0,721.0,False,1.05,8.1,4548318161,30.6319802,104.092318
124699,P1,1.0,1.0,721.0,721.0,False,0.22,8.0,4695601331,30.6106436,104.0295303
132281,P1,1.0,1.0,721.0,721.0,False,1.86,9.72,4695700261,30.6164117,104.0176447
156484,P1,1.0,1.0,721.0,721.0,False,1.87,9.74,3633008402,30.6685677,104.0383566
195005,P1,1.0,1.0,721.0,721.0,False,1.73,9.46,1159474715,30.693343,104.0455602
206407,P1,1.0,1.0,721.0,721.0,False,1.54,9.08,529952557,30.6980299,104.0639187
24554,P1,1.0,1.0,721.0,721.0,False,1.34,8.68,3523314192,30.6251237,104.0536782
29010,P1,1.0,1.0,721.0,721.0,False,1.73,9.46,4601261196,30.6589078,104.0617639
5040,P1,1.0,1.0,721.0,721.0,False,1.19,8.38,4772463288,30.6613994,104.0440824
52129,P1,1.0,1.0,721.0,721.0,False,0.81,8.0,2710589458,30.6187032,104.0660638
74342,P1,1.0,1.0,721.0,721.0,False,1.91,9.82,1459895595,30.6427175,104.1056818
78255,P1,1.0,1.0,721.0,721.0,False,1.77,9.54,1492389307,30.6570005,104.0582711
88975,P1,1.0,1.0,721.0,721.0,False,0.57,8.0,5283966327,30.70342,104.09711
103277,P1,2.0,2.0,722.0,722.0,False,0.66,8.0,671591330,30.6751212,104.0554058
115875,P1,2.0,2.0,722.0,722.0,False,1.89,9.78,4701577764,30.6230437,104.0808033
11801,P1,2.0,2.0,722.0,722.0,False,3.07,12.14,3523308832,30.6401083,104.0734176
159702,P1,2.0,2.0,722.0,722.0,False,0.28,8.0,4106681940,30.6232731,103.9920918
180394,P1,2.0,2.0,722.0,722.0,False,0.87,8.0,3613960006,30.6724147,104.0459399
180411,P1,2.0,2.0,722.0,722.0,False,1.49,8.98,5312164200,30.66679,104.10367
183978,P1,2.0,2.0,722.0,722.0,False,3.49,12.98,4695601443,30.611256,104.0278807
184794,P1,2.0,2.0,722.0,722.0,False,0.25,8.0,2317059615,30.6280601,104.0432241
187819,P1,2.0,2.0,722.0,722.0,False,0.76,8.0,1305816678,30.649904,104.0826
19248,P1,2.0,2.0,722.0,722.0,False,1.36,8.72,3538781530,30.6451922,104.0964595
209136,P1,2.0,2.0,722.0,722.0,False,2.0,10.0,3632988785,30.6637576,104.033236
25775,P1,2.0,2.0,722.0,722.0,False,0.25,8.0,3614070497,30.67386,104.05733
30255,P1,2.0,2.0,722.0,722.0,False,3.07,12.14,2546074269,30.68825,104.02723
33206,P1,2.0,2.0,722.0,722.0,False,0.66,8.0,2441172198,30.6749063,104.0074496
37878,P1,2.0,2.0,722.0,722.0,False,3.49,12.98,4548209362,30.6475786,104.0203284
63167,P1,2.0,2.0,722.0,722.0,False,0.54,8.0,432453008,30.65649,104.08631
72334,P1,2.0,2.0,722.0,722.0,False,1.54,9.08,2843286579,30.6882841,104.0576045
75674,P1,2.0,2.0,722.0,722.0,False,1.82,9.64,4572410255,30.6847753,104.0699826
11043,P1,3.0,3.0,723.0,723.0,False,1.24,8.48,2560005517,30.6293037,104.0211569
