parcel_id,platform_id,true_release_time,observed_release_time,true_deadline,observed_deadline,is_delayed,weight,fare,location_node,lng,lat
113713,P3,0.0,0.0,720.0,720.0,False,0.22,8.0,672282785,30.6542062,104.1004411
11961,P3,0.0,0.0,720.0,720.0,False,1.06,8.12,4772430859,30.6773669,104.0058719
121804,P3,0.0,0.0,720.0,720.0,False,0.96,8.0,314622956,30.6469045,104.0472313
125514,P3,0.0,0.0,720.0,720.0,False,1.63,9.26,3034376768,30.6803432,104.0632667
13514,P3,0.0,0.0,720.0,720.0,False,0.09,8.0,4550769349,30.6497496,104.1100896
13824,P3,0.0,0.0,720.0,720.0,False,2.98,11.96,4548141079,30.6226315,104.0684014
149163,P3,0.0,0.0,720.0,720.0,False,1.16,8.32,3087817521,30.6761614,104.0116948
156377,P3,0.0,0.0,720.0,720.0,False,0.27,8.0,672360627,30.6484299,104.0725258
172940,P3,0.0,0.0,720.0,720.0,False,1.34,8.68,5359113192,30.676962,104.0118695
175091,P3,0.0,0.0,720.0,720.0,False,0.15,8.0,276560244,30.6112268,104.0524586
182980,P3,0.0,0.0,720.0,720.0,False,0.76,8.0,4699007260,30.610022,104.0408881
183584,P3,0.0,0.0,720.0,720.0,False,1.22,8.44,1458561796,30.6892727,104.0975161
184081,P3,0.0,0.0,720.0,720.0,False,0.47,8.0,4549993355,30.6972299,104.0577146
187150,P3,0.0,0.0,720.0,720.0,False,1.08,8.16,4414330244,30.6640162,104.0861765
193497,P3,0.0,0.0,720.0,720.0,False,1.34,8.68,3582245796,30.7194804,103.9969478
197842,P3,0.0,0.0,720.0,720.0,False,0.03,8.0,3069351961,30.6281566,103.9820995
206031,P3,0.0,0.0,720.0,720.0,False,1.55,9.1,3069351793,30.634981,103.97682
206972,P3,0.0,0.0,720.0,720.0,False,0.15,8.0,5141468792,30.630272,104.1010274
207059,P3,0.0,0.0,720.0,720.0,False,0.41,8.0,1156126798,30.665318,104.04182
23931,P3,0.0,0.0,720.0,720.0,False,0.79,8.0,5213253161,30.7160367,104.0783836
33416,P3,0.0,0.0,720.0,720.0,False,1.46,8.92,2917213940,30.6502524,104.0897701
52743,P3,0.0,0.0,720.0,720.0,False,0.08,8.0,1504232582,30.69875,104.0885
58054,P3,0.0,0.0,720.0,720.0,False,0.79,8.0,4847126867,30.654891,103.9821151
65221,P3,0.0,0.0,720.0,720.0,False,3.39,12.78,4393204198,30.6226323,104.0600095
68781,P3,0.0,0.0,720.0,720.0,False,2.55,11.1,4550568572,30.6359555,104.0641481
86803,P3,0.0,0.0,720.0,720.0,False,0.08,8.0,4106682122,30.6445536,103.9852081
119706,P3,1.0,1.0,721.0,721.0,False,1.73,9.46,5141468655,30.6403814,104.0950548
134795,P3,1.0,1.0,721.0,721.0,False,0.78,8.0,4772463299,30.6625014,104.0446051
