parcel_id,platform_id,true_release_time,observed_release_time,true_deadline,observed_deadline,is_delayed,weight,fare,location_node,lng,lat
125027,P2,0.0,0.0,720.0,720.0,False,0.09,8.0,4548259685,30.69079,104.04766
138531,P2,0.0,0.0,720.0,720.0,False,3.39,12.78,4779165769,30.6365283,104.0737457
139297,P2,0.0,0.0,720.0,720.0,False,0.3,8.0,1313998763,30.6345891,104.0887087
147409,P2,0.0,0.0,720.0,720.0,False,0.33,8.0,2981319480,30.7065632,104.0099932
150390,P2,0.0,0.0,720.0,720.0,False,1.36,8.72,1159155214,30.641124,104.1043796
162244,P2,0.0,0.0,720.0,720.0,False,0.37,8.0,4582821488,30.6632632,104.0494639
164402,P2,0.0,0.0,720.0,720.0,False,1.18,8.36,276556799,30.6495476,104.0636064
166643,P2,0.0,0.0,720.0,720.0,False,0.37,8.0,2041527426,30.6889,104.09485
174323,P2,0.0,0.0,720.0,720.0,False,1.08,8.16,2039550419,30.6384474,104.1095985
181717,P2,0.0,0.0,720.0,720.0,False,1.08,8.16,4548259351,30.6904084,104.0488301
182980,P2,0.0,0.0,720.0,720.0,False,0.76,8.0,4699007260,30.610022,104.0408881
192917,P2,0.0,0.0,720.0,720.0,False,1.08,8.16,4693610156,30.6346775,104.0677857
206475,P2,0.0,0.0,720.0,720.0,False,0.44,8.0,4717800179,30.67883,104.09649
206745,P2,0.0,0.0,720.0,720.0,False,0.15,8.0,5141468741,30.632838,104.0958399
206972,P2,0.0,0.0,720.0,720.0,False,0.15,8.0,5141468792,30.630272,104.1010274
24203,P2,0.0,0.0,720.0,720.0,False,0.09,8.0,3541420733,30.691794,104.0818843
50117,P2,0.0,0.0,720.0,720.0,False,1.06,8.12,5300465518,30.725,104.0748769
52665,P2,0.0,0.0,720.0,720.0,False,0.41,8.0,5257005076,30.6774396,104.0933907
52743,P2,0.0,0.0,720.0,720.0,False,0.08,8.0,1504232582,30.69875,104.0885
53394,P2,0.0,0.0,720.0,720.0,False,1.73,9.46,4106681950,30.6285321,104.0031409
58943,P2,0.0,0.0,720.0,720.0,False,1.18,8.36,2710589460,30.6165373,104.0661552
63065,P2,0.0,0.0,720.0,720.0,False,0.17,8.0,1492620059,30.6224681,104.0616508
66081,P2,0.0,0.0,720.0,720.0,False,0.76,8.0,5213238434,30.6406894,104.0326418
69883,P2,0.0,0.0,720.0,720.0,False,0.47,8.0,5141468690,30.6365395,104.0932513
8155,P2,0.0,0.0,720.0,720.0,False,1.08,8.16,441187223,30.6692467,104.0578002
82191,P2,0.0,0.0,720.0,720.0,False,0.41,8.0,1492613150,30.622963,104.0628213
99392,P2,0.0,0.0,720.0,720.0,False,0.09,8.0,3541422912,30.7094602,104.0636804
106020,P2,1.0,1.0,721.0,721.0,False,2.12,10.24,1305816719,30.6489617,104.0824983
111114,P2,1.0,1.0,721.0,721.0,False,1.54,9.08,5375783934,30.6571053,103.9967878
121475,P2,1.0,1.0,721.0,721.0,False,0.57,8.0,3562110277,30.6752697,104.0647422
124699,P2,1.0,1.0,721.0,721.0,False,0.22,8.0,4695601331,30.6106436,104.0295303
134795,P2,1.0,1.0,721.0,721.0,False,0.78,8.0,4772463299,30.6625014,104.0446051
137424,P2,1.0,1.0,721.0,721.0,False,1.19,8.38,3034376766,30.6770038,104.0613492
154289,P2,1.0,1.0,721.0,721.0,False,0.22,8.0,2039550419,30.6384474,104.1095985
156484,P2,1.0,1.0,721.0,721.0,False,1.87,9.74,3633008402,30.6685677,104.0383566
168368,P2,1.0,1.0,721.0,721.0,False,0.05,8.0,432442881,30.6852111,103.9833107
172128,P2,1.0,1.0,721.0,721.0,False,0.92,8.0,603415283,30.7075026,104.095552
172170,P2,1.0,1.0,721.0,721.0,False,2.12,10.24,4779165755,30.6265117,104.0310451
175263,P2,1.0,1.0,721.0,721.0,False,1.54,9.08,672349507,30.71342,104.07449
175279,P2,1.0,1.0,721.0,721.0,False,0.59,8.0,4534007627,30.70443,104.10379
178364,P2,1.0,1.0,721.0,721.0,False,0.78,8.0,3582230410,30.6410819,103.9678099
197369,P2,1.0,1.0,721.0,721.0,False,1.86,9.72,1388412853,30.6847641,104.0700667
203302,P2,1.0,1.0,721.0,721.0,False,0.57,8.0,1072698542,30.6970816,104.0637742
205432,P2,1.0,1.0,721.0,721.0,False,0.36,8.0,5141468681,30.6389126,104.0914005
29010,P2,1.0,1.0,721.0,721.0,False,1.73,9.46,4601261196,30.6589078,104.0617639
33026,P2,1.0,1.0,721.0,721.0,False,1.73,9.46,4550769121,30.6321655,104.1059192
47835,P2,1.0,1.0,721.0,721.0,False,0.78,8.0,5375784234,30.633181,104.0093708
62400,P2,1.0,1.0,721.0,721.0,False,2.12,10.24,4701400363,30.6110717,104.0334202
667,P2,1.0,1.0,721.0,721.0,False,0.16,8.0,2843289945,30.70133,104.05741
82171,P2,1.0,1.0,721.0,721.0,False,1.87,9.74,3562015382,30.6621508,104.0808192
83835,P2,1.0,1.0,721.0,721.0,False,0.53,8.0,1918491725,30.6443376,103.9820764
86787,P2,1.0,1.0,721.0,721.0,False,0.53,8.0,4106682203,30.6620623,103.9734265
115865,P2,2.0,2.0,722.0,722.0,False,0.87,8.0,1916401301,30.6104083,104.0467326
116035,P2,2.0,2.0,722.0,722.0,False,0.15,8.0,1159137566,30.65369,104.08939
129965,P2,2.0,2.0,722.0,722.0,False,3.49,12.98,4547074311,30.6097669,104.0808604
156583,P2,2.0,2.0,722.0,722.0,False,0.6,8.0,4548259685,30.69078,104.0476
170007,P2,2.0,2.0,722.0,722.0,False,0.96,8.0,4963999593,30.718008,104.0324176
171692,P2,2.0,2.0,722.0,722.0,False,1.42,8.84,1458937182,30.6749291,104.0958115
183751,P2,2.0,2.0,722.0,722.0,False,0.96,8.0,4699007283,30.6149014,104.0327849
185753,P2,2.0,2.0,722.0,722.0,False,0.6,8.0,1493017589,30.6274023,104.0643713
19248,P2,2.0,2.0,722.0,722.0,False,1.36,8.72,3538781530,30.6451922,104.0964595
194827,P2,2.0,2.0,722.0,722.0,False,1.03,8.06,1305816676,30.64666,104.08482
199647,P2,2.0,2.0,722.0,722.0,False,1.89,9.78,3562086848,30.67398,104.06045
71553,P2,2.0,2.0,722.0,722.0,False,0.13,8.0,4549993227,30.706241,104.0018387
804,P2,2.0,2.0,722.0,722.0,False,0.96,8.0,4548259514,30.6543828,104.0157074
9227,P2,2.0,2.0,722.0,722.0,False,0.13,8.0,1159229836,30.6746432,104.0850109
100659,P2,3.0,3.0,723.0,723.0,False,2.63,11.26,1301932975,30.65542,104.07083
11043,P2,3.0,3.0,723.0,723.0,False,1.24,8.48,2560005517,30.6293037,104.0211569
115207,P2,3.0,3.0,723.0,723.0,False,2.26,10.52,432429409,30.636135,104.05447
121154,P2,3.0,3.0,723.0,723.0,False,0.31,8.0,1819305465,30.6364458,104.1017098
131749,P2,3.0,3.0,723.0,723.0,False,2.26,10.52,4693609803,30.6343504,104.0685884
155592,P2,3.0,3.0,723.0,723.0,False,1.72,9.44,5053143858,30.7073085,104.0009627
156799,P2,3.0,3.0,723.0,723.0,False,2.26,10.52,4548209336,30.6325431,104.0237382
159149,P2,3.0,3.0,723.0,723.0,False,1.44,8.88,439751840,30.6555765,103.9815136
162404,P2,3.0,3.0,723.0,723.0,False,0.85,8.0,1458992381,30.6582235,104.0970132
175251,P2,3.0,3.0,723.0,723.0,False,1.5,9.0,2367361538,30.6142858,104.0645239
208860,P2,3.0,3.0,723.0,723.0,False,1.83,9.66,432442859,30.6727101,103.9961226
22917,P2,3.0,3.0,723.0,723.0,False,0.43,8.0,441187481,30.6884102,104.0583636
46727,P2,3.0,3.0,723.0,723.0,False,2.52,11.04,4695640559,30.6130623,104.0285961
6326,P2,3.0,3.0,723.0,723.0,False,1.72,9.44,4106681946,30.626207,103.9983081
6348,P2,3.0,3.0,723.0,723.0,False,1.72,9.44,4923124758,30.6109402,104.0683088
645,P2,3.0,3.0,723.0,723.0,False,2.15,10.3,1918491708,30.6316005,104.0069373
72079,P2,3.0,3.0,723.0,723.0,False,1.44,8.88,4695701791,30.6127692,104.0190401
108759,P2,4.0,4.0,724.0,724.0,False,1.64,9.28,1819305291,30.64123,104.10745
