parcel_id,platform_id,true_release_time,observed_release_time,true_deadline,observed_deadline,is_delayed,weight,fare,location_node,lng,lat
66081,P4,0.0,0.0,3783.0,3783.0,False,0.76,8.0,5213238434,30.6406894,104.0326418
33416,P4,0.0,0.0,5111.0,5111.0,False,1.46,8.92,2917213940,30.6502524,104.0897701
93038,P4,0.0,0.0,5111.0,5111.0,False,1.46,8.92,3693248903,30.664674,104.0311623
13268,P4,0.0,0.0,5835.0,5835.0,False,2.98,11.96,3034409013,30.7112446,104.093976
207059,P4,0.0,0.0,6811.0,6811.0,False,0.41,8.0,1156126798,30.665318,104.04182
202831,P4,0.0,0.0,7326.0,7326.0,False,0.48,8.0,1159134903,30.6594044,104.0891979
35401,P4,0.0,0.0,8241.0,8241.0,False,1.73,9.46,5367291465,30.6269762,104.0021941
123984,P4,0.0,0.0,8377.0,8377.0,False,1.55,9.1,480012029,30.6201496,104.0684115
44616,P4,0.0,0.0,9219.0,9219.0,False,1.13,8.26,318083108,30.6764502,103.9732295
7363,P4,0.0,0.0,9771.0,9771.0,False,0.96,8.0,2956775226,30.7133005,104.0456119
145483,P4,0.0,0.0,11304.0,11304.0,False,1.16,8.32,1964418552,30.66786,104.09929
179011,P4,0.0,0.0,12538.0,12538.0,False,1.01,8.02,5257005112,30.6771145,104.0954087
7439,P4,0.0,0.0,13005.0,13005.0,False,0.6,8.0,2892088398,30.6757128,104.0994221
127851,P4,0.0,0.0,13346.0,13346.0,False,1.7,9.4,1159512572,30.64985,104.07629
23872,P4,0.0,0.0,13346.0,13346.0,False,1.7,9.4,4701400719,30.6226229,104.0678905
104003,P4,1.0,1.0,2172.0,2172.0,False,0.77,8.0,5283966121,30.64918,104.09567
178364,P4,1.0,1.0,2576.0,2576.0,False,0.78,8.0,3582230410,30.6410819,103.9678099
172128,P4,1.0,1.0,4555.0,4555.0,False,0.92,8.0,603415283,30.7075026,104.095552
187682,P4,1.0,1.0,6596.0,6596.0,False,1.12,8.24,2956775842,30.7235112,104.0463086
172385,P4,1.0,1.0,6861.0,6861.0,False,1.6,9.2,3541389064,30.6739928,104.0558713
33026,P4,1.0,1.0,7384.0,7384.0,False,1.73,9.46,4550769121,30.6321655,104.1059192
206407,P4,1.0,1.0,7861.0,7861.0,False,1.54,9.08,529952557,30.6980299,104.0639187
5899,P4,1.0,1.0,8535.0,8535.0,False,1.86,9.72,5141328443,30.6117013,104.0558576
155425,P4,1.0,1.0,9823.0,9823.0,False,2.03,10.06,5141468685,30.6375532,104.0942474
15766,P4,1.0,1.0,9823.0,9823.0,False,2.03,10.06,4449099864,30.6515732,104.1060529
62400,P4,1.0,1.0,11965.0,11965.0,False,2.12,10.24,4701400363,30.6110717,104.0334202
132508,P4,1.0,1.0,12276.0,12276.0,False,1.87,9.74,1159160259,30.6260538,104.0946651
14260,P4,1.0,1.0,13501.0,13501.0,False,0.95,8.0,4874328003,30.6217878,104.1027681
36067,P4,1.0,1.0,13501.0,13501.0,False,0.95,8.0,1964418552,30.66768,104.09873
88975,P4,1.0,1.0,13650.0,13650.0,False,0.57,8.0,5283966327,30.70342,104.09711
122479,P4,1.0,1.0,13949.0,13949.0,False,0.24,8.0,1756176911,30.67689,104.0706
141025,P4,2.0,2.0,8115.0,8115.0,False,1.54,9.08,4695640694,30.6149107,104.0278084
180394,P4,2.0,2.0,10722.0,10722.0,False,0.87,8.0,3613960006,30.6724147,104.0459399
158215,P4,2.0,2.0,10839.0,10839.0,False,1.06,8.12,3034029073,30.6833556,103.9875599
81407,P4,2.0,2.0,11810.0,11810.0,False,0.96,8.0,4782067663,30.625,104.0297
131020,P4,2.0,2.0,12374.0,12374.0,False,1.65,9.3,3927876944,30.6759877,103.9882606
128236,P4,2.0,2.0,13039.0,13039.0,False,0.13,8.0,5218046229,30.6111203,104.1072614
75674,P4,2.0,2.0,13235.0,13235.0,False,1.82,9.64,4572410255,30.6847753,104.0699826
163343,P4,3.0,3.0,3225.0,3225.0,False,1.95,9.9,4106681980,30.6419947,103.9803577
205246,P4,3.0,3.0,9240.0,9240.0,False,0.85,8.0,432442957,30.6813532,104.019252
190715,P4,3.0,3.0,10378.0,10378.0,False,1.22,8.44,1159480334,30.6764266,104.0666973
193750,P4,3.0,3.0,11309.0,11309.0,False,0.31,8.0,4549993126,30.6988926,104.028733
2947,P4,3.0,3.0,11309.0,11309.0,False,0.31,8.0,3516900120,30.67238,104.0829
72079,P4,3.0,3.0,12132.0,12132.0,False,1.44,8.88,4695701791,30.6127692,104.0190401
89591,P4,3.0,3.0,12167.0,12167.0,False,0.43,8.0,2039550422,30.67737,104.1136
106465,P4,4.0,4.0,2176.0,2176.0,False,1.87,9.74,4546940798,30.6154989,104.0964994
111122,P4,4.0,4.0,4142.0,4142.0,False,0.35,8.0,4967265404,30.6524273,104.0933977
15799,P4,4.0,4.0,5496.0,5496.0,False,1.07,8.14,2119075567,30.61094,104.11501
9807,P4,5.0,5.0,2250.0,2250.0,False,0.5,8.0,1458570056,30.69443,104.09108
152868,P4,5.0,5.0,4354.0,4354.0,False,0.2,8.0,1159473262,30.7022118,104.0400446
160666,P4,5.0,5.0,4354.0,4354.0,False,0.2,8.0,4106681906,30.6128716,103.9924123
21687,P4,5.0,5.0,5213.0,5213.0,False,0.33,8.0,1819305271,30.6396884,104.1082506
209121,P4,5.0,5.0,5818.0,5818.0,False,1.16,8.32,5016208000,30.7252163,103.992042
15296,P4,5.0,5.0,7012.0,7012.0,False,1.48,8.96,4106682114,30.6439763,103.9709228
49912,P4,5.0,5.0,7210.0,7210.0,False,1.59,9.18,2717970033,30.6295411,104.0640997
10074,P4,5.0,5.0,9922.0,9922.0,False,0.84,8.0,4773916492,30.659593,104.0010094
1383,P4,5.0,5.0,10738.0,10738.0,False,2.13,10.26,1159497947,30.69086,104.04278
91939,P4,5.0,5.0,11529.0,11529.0,False,0.12,8.0,4748183721,30.6242451,104.0168439
181001,P4,5.0,5.0,11740.0,11740.0,False,1.01,8.02,480012049,30.6204286,104.068633
95198,P4,6.0,6.0,4501.0,4501.0,False,0.84,8.0,4987535035,30.6337963,104.0136077
211,P4,6.0,6.0,6776.0,6776.0,False,0.31,8.0,4782097003,30.6252512,104.0248876
