parcel_id,platform_id,true_release_time,observed_release_time,true_deadline,observed_deadline,is_delayed,weight,fare,location_node,lng,lat
64715,P3,0.0,0.0,1063.0,1063.0,False,0.45,8.0,4572410074,30.6968067,103.9778626
125027,P3,0.0,0.0,5123.0,5123.0,False,0.09,8.0,4548259685,30.69079,104.04766
126169,P3,0.0,0.0,5123.0,5123.0,False,0.09,8.0,2366951323,30.6480711,104.1134414
162219,P3,0.0,0.0,5656.0,5656.0,False,2.55,11.1,1458911516,30.6773932,104.0909244
174323,P3,0.0,0.0,6043.0,6043.0,False,1.08,8.16,2039550419,30.6384474,104.1095985
177546,P3,0.0,0.0,6043.0,6043.0,False,1.08,8.16,4693609964,30.6299579,104.072038
79187,P3,0.0,0.0,6043.0,6043.0,False,1.08,8.16,3516896165,30.666302,104.07217
169024,P3,0.0,0.0,6826.0,6826.0,False,1.73,9.46,1445523376,30.649645,104.0650195
111667,P3,0.0,0.0,6855.0,6855.0,False,1.36,8.72,5213238430,30.66019,104.07225
2744,P3,0.0,0.0,6855.0,6855.0,False,1.36,8.72,4779165786,30.633853,104.0737251
27727,P3,0.0,0.0,8844.0,8844.0,False,0.17,8.0,672360528,30.64866,104.09238
10197,P3,0.0,0.0,8992.0,8992.0,False,0.43,8.0,439751915,30.6789847,103.9897613
71619,P3,0.0,0.0,9771.0,9771.0,False,0.96,8.0,441187228,30.67023,104.0634
46779,P3,0.0,0.0,12498.0,12498.0,False,0.44,8.0,3742070456,30.648038,104.0907351
95031,P3,0.0,0.0,13005.0,13005.0,False,0.6,8.0,1861145348,30.67245,104.10944
201825,P3,0.0,0.0,14262.0,14262.0,False,0.79,8.0,5367297693,30.6988287,104.0061489
134795,P3,1.0,1.0,2576.0,2576.0,False,0.78,8.0,4772463299,30.6625014,104.0446051
5040,P3,1.0,1.0,3757.0,3757.0,False,1.19,8.38,4772463288,30.6613994,104.0440824
111093,P3,1.0,1.0,3872.0,3872.0,False,1.05,8.1,4548318161,30.6319802,104.092318
7938,P3,1.0,1.0,5050.0,5050.0,False,0.62,8.0,5141328510,30.6115152,104.0574439
160775,P3,1.0,1.0,6861.0,6861.0,False,1.6,9.2,1159148928,30.65808,104.0726539
191909,P3,1.0,1.0,7022.0,7022.0,False,2.96,11.92,1459023387,30.644176,104.1108717
155425,P3,1.0,1.0,9823.0,9823.0,False,2.03,10.06,5141468685,30.6375532,104.0942474
79722,P3,1.0,1.0,10779.0,10779.0,False,1.77,9.54,5436607834,30.6359382,104.0633514
106020,P3,1.0,1.0,11965.0,11965.0,False,2.12,10.24,1305816719,30.6489617,104.0824983
39932,P3,1.0,1.0,13551.0,13551.0,False,1.74,9.48,4699007138,30.610447,104.0398246
132335,P3,1.0,1.0,14096.0,14096.0,False,0.59,8.0,4548211429,30.6802549,104.0589444
123477,P3,2.0,2.0,3548.0,3548.0,False,1.49,8.98,4106682214,30.6682063,103.9985117
179178,P3,2.0,2.0,4428.0,4428.0,False,2.18,10.36,5375783868,30.6617396,103.9979022
163348,P3,2.0,2.0,5572.0,5572.0,False,2.43,10.86,1902099114,30.7170136,104.0650157
179227,P3,2.0,2.0,7476.0,7476.0,False,0.54,8.0,2041527471,30.6913485,104.0974473
7612,P3,2.0,2.0,7476.0,7476.0,False,0.54,8.0,2213049521,30.6190829,104.1093596
66162,P3,2.0,2.0,9526.0,9526.0,False,1.03,8.06,1504199880,30.7097856,104.0968389
103277,P3,2.0,2.0,10833.0,10833.0,False,0.66,8.0,671591330,30.6751212,104.0554058
153762,P3,2.0,2.0,12374.0,12374.0,False,1.65,9.3,2118898633,30.7119371,104.0782311
804,P3,2.0,2.0,12401.0,12401.0,False,0.96,8.0,4548259514,30.6543828,104.0157074
141289,P3,2.0,2.0,13235.0,13235.0,False,1.82,9.64,1159134952,30.6766528,104.0902698
75674,P3,2.0,2.0,13235.0,13235.0,False,1.82,9.64,4572410255,30.6847753,104.0699826
16907,P3,3.0,3.0,3800.0,3800.0,False,2.57,11.14,1159229836,30.675097,104.08588
139158,P3,3.0,3.0,6792.0,6792.0,False,2.52,11.04,4548211678,30.6290729,104.0969495
6348,P3,3.0,3.0,9189.0,9189.0,False,1.72,9.44,4923124758,30.6109402,104.0683088
129747,P3,3.0,3.0,13583.0,13583.0,False,0.71,8.0,1301933029,30.65389,104.06933
43867,P3,4.0,4.0,4264.0,4264.0,False,0.14,8.0,1305816733,30.648542,104.08631
184671,P3,4.0,4.0,7737.0,7737.0,False,1.64,9.28,1964301825,30.6731621,104.0877341
136364,P3,4.0,4.0,11750.0,11750.0,False,1.42,8.84,4230611280,30.6547707,104.0663872
29329,P3,5.0,5.0,4354.0,4354.0,False,0.2,8.0,5218240007,30.7007479,104.0527411
89064,P3,5.0,5.0,4354.0,4354.0,False,0.2,8.0,1458947310,30.6772008,104.0909144
21687,P3,5.0,5.0,5213.0,5213.0,False,0.33,8.0,1819305271,30.6396884,104.1082506
36564,P3,5.0,5.0,5818.0,5818.0,False,1.16,8.32,3196147288,30.7247343,104.0760184
66722,P3,5.0,5.0,5818.0,5818.0,False,1.16,8.32,5375783956,30.6627362,103.9978362
202911,P3,5.0,5.0,5962.0,5962.0,False,1.6,9.2,1819305278,30.6383,104.10737
43241,P3,5.0,5.0,5962.0,5962.0,False,1.6,9.2,2651588762,30.6690205,104.100634
160446,P3,5.0,5.0,6722.0,6722.0,False,0.88,8.0,1159513112,30.6478853,104.0725258
19410,P3,5.0,5.0,6722.0,6722.0,False,0.88,8.0,5141328653,30.6135957,104.0629076
28115,P3,5.0,5.0,7072.0,7072.0,False,2.25,10.5,1159941942,30.6672644,104.0211265
124096,P3,5.0,5.0,7137.0,7137.0,False,1.24,8.48,441187385,30.6883348,104.0637243
161382,P3,5.0,5.0,8250.0,8250.0,False,0.22,8.0,4967265776,30.7076058,104.0142672
177937,P3,5.0,5.0,8497.0,8497.0,False,0.64,8.0,4548259642,30.6675864,104.0056781
1119,P3,5.0,5.0,9037.0,9037.0,False,0.42,8.0,3541404998,30.683483,104.04994
82927,P3,6.0,6.0,3635.0,3635.0,False,0.72,8.0,5213238503,30.660376,104.073074
72003,P3,6.0,6.0,5071.0,5071.0,False,0.29,8.0,2539837361,30.7054771,104.0922147
100716,P3,6.0,6.0,7048.0,7048.0,False,0.1,8.0,3069352154,30.6390685,103.9784822
178251,P3,6.0,6.0,7860.0,7860.0,False,1.12,8.24,4550018967,30.6328134,103.9804594
136416,P3,6.0,6.0,8324.0,8324.0,False,0.58,8.0,2733352548,30.6168435,104.0797026
62583,P3,6.0,6.0,9205.0,9205.0,False,1.98,9.96,5034131303,30.6513901,103.990594
117590,P3,6.0,6.0,9854.0,9854.0,False,1.54,9.08,3680455717,30.6586496,104.012914
18082,P3,6.0,6.0,11668.0,11668.0,False,1.97,9.94,2118910078,30.70893,104.0898666
32771,P3,6.0,6.0,13038.0,13038.0,False,0.99,8.0,4550018616,30.648849,104.0703341
87224,P3,7.0,7.0,2912.0,2912.0,False,1.0,8.0,4547074304,30.6107818,104.0749601
101732,P3,7.0,7.0,7533.0,7533.0,False,0.55,8.0,432432595,30.6583768,104.0317481
73252,P3,7.0,7.0,7925.0,7925.0,False,1.57,9.14,1159148358,30.663903,104.0750029
207028,P3,7.0,7.0,9813.0,9813.0,False,0.62,8.0,4550018805,30.620037,104.0118693
19410,P3,7.0,7.0,9876.0,9876.0,False,2.32,10.64,432452904,30.614518,104.0746835
48588,P3,7.0,7.0,9876.0,9876.0,False,2.32,10.64,4695640636,30.6114832,104.0243946
48911,P3,7.0,7.0,10939.0,10939.0,False,1.95,9.9,4550769795,30.65083,104.10966
58452,P3,7.0,7.0,13100.0,13100.0,False,0.37,8.0,4779165781,30.6360577,104.0730284
57124,P3,8.0,8.0,1868.0,1868.0,False,2.76,11.52,5141328741,30.6122128,104.0635145
190439,P3,8.0,8.0,5047.0,5047.0,False,1.64,9.28,3516900122,30.67058,104.0725
196269,P3,8.0,8.0,5425.0,5425.0,False,2.06,10.12,2907362943,30.6406363,104.0978078
133428,P3,8.0,8.0,7249.0,7249.0,False,0.2,8.0,4548141067,30.6253295,104.0742518
126115,P3,8.0,8.0,9322.0,9322.0,False,0.14,8.0,1815741542,30.69018,104.07667
1126,P3,8.0,8.0,10488.0,10488.0,False,0.49,8.0,1388442962,30.6477004,104.0724143
38535,P3,8.0,8.0,11627.0,11627.0,False,0.89,8.0,2039561237,30.68099,104.1033
29083,P3,8.0,8.0,13741.0,13741.0,False,1.83,9.66,1159143854,30.678293,104.08206
172435,P3,9.0,9.0,5646.0,5646.0,False,1.21,8.42,4106682094,30.6426409,103.9832551
146754,P3,9.0,9.0,6807.0,6807.0,False,0.56,8.0,2915973106,30.6392139,104.1150132
2890,P3,9.0,9.0,7091.0,7091.0,False,0.63,8.0,3034029045,30.6913279,104.0063866
198112,P3,9.0,9.0,7853.0,7853.0,False,1.09,8.18,5141458200,30.6324861,104.0709598
46519,P3,9.0,9.0,8516.0,8516.0,False,1.04,8.08,432429412,30.6353697,104.0424329
191175,P3,9.0,9.0,9798.0,9798.0,False,1.06,8.12,4548211641,30.67081,104.06192
57969,P3,9.0,9.0,12201.0,12201.0,False,1.58,9.16,2315717850,30.6346176,104.1006639
193971,P3,10.0,10.0,3333.0,3333.0,False,2.06,10.12,2712314631,30.7073306,104.0370666
143857,P3,10.0,10.0,4773.0,4773.0,False,1.0,8.0,4782067655,30.625138,104.0269049
190485,P3,10.0,10.0,5679.0,5679.0,False,1.65,9.3,1507367048,30.6958994,104.0836976
160185,P3,10.0,10.0,6209.0,6209.0,False,1.26,8.52,4772448420,30.6815178,104.0076243
145121,P3,10.0,10.0,7420.0,7420.0,False,0.27,8.0,1072698542,30.6970816,104.0637742
117330,P3,10.0,10.0,8909.0,8909.0,False,1.74,9.48,1819305287,30.6163596,104.0911568
174643,P3,10.0,10.0,8909.0,8909.0,False,1.74,9.48,3034393457,30.66778,104.05507
71552,P3,10.0,10.0,14234.0,14234.0,False,0.25,8.0,2041314666,30.6792958,104.1007694
124978,P3,11.0,11.0,5682.0,5682.0,False,1.78,9.56,672360698,30.6502109,104.0726291
23554,P3,11.0,11.0,7513.0,7513.0,False,2.44,10.88,1159131822,30.6658182,104.0810467
64411,P3,11.0,11.0,7781.0,7781.0,False,0.6,8.0,1947583808,30.69441,104.08024
135987,P3,11.0,11.0,9630.0,9630.0,False,0.67,8.0,4218012692,30.6283062,104.0434778
30543,P3,12.0,12.0,5485.0,5485.0,False,0.98,8.0,672349507,30.7136199,104.072739
67741,P3,12.0,12.0,5485.0,5485.0,False,0.98,8.0,5375783868,30.6617396,103.9979022
94719,P3,12.0,12.0,6939.0,6939.0,False,0.33,8.0,4903112583,30.65803,104.07855
120980,P3,12.0,12.0,10447.0,10447.0,False,1.21,8.42,432442519,30.683134,104.0127396
